Distance_(microns),Gray_Value,Y1,Y2
166.667,50.8833,42.8500,24.4333
168.182,51.2167,35.0500,26.2500
169.697,46.3500,44.0667,28.7833
171.212,48.5333,38.0667,23.9000
172.727,53.1667,37.6833,25.8833
174.242,52.2667,39.0333,27.3500
175.758,60.9333,43.6333,31.6333
177.273,66.6333,43.1667,28.7167
178.788,64.0500,40.5500,36.1333
180.303,65.6667,37.8667,29.6500
181.818,71.8000,34.6667,30.6667
183.333,73.1500,38.7167,30.3500
184.848,69.0500,38.0667,35.3333
186.364,68.4833,38.8333,32.8500
187.879,69.1333,40.5167,31.5167
189.394,61.2333,37.0000,31.4833
190.909,63.0167,38.4667,32.1000
192.424,67.3333,38.6500,34.1000
193.939,65.0167,34.0833,36.2833
195.455,64.4500,40.6167,34.9000
196.970,76.0333,38.3333,30.4333
198.485,80.2167,37.8000,38.1167
200.000,84.7833,36.9333,39.9333
201.515,91.8167,36.7667,35.2667
203.030,92.8500,39.6000,36.1167
204.545,86.2500,34.9500,33.3667
206.061,84.1833,36.4833,37.3333
207.576,89.8500,38.0000,36.1167
209.091,89.7500,35.5333,38.3333
210.606,91.3833,38.6833,35.1333
212.121,96.2500,36.8667,36.6833
213.636,97.0000,41.9667,38.9833
215.152,106.2000,36.1333,39.9833
216.667,104.8167,38.5167,44.2500
218.182,108.0333,39.0833,43.2333
219.697,104.6167,42.2000,35.8333
221.212,99.6333,39.9500,40.1000
222.727,96.2833,41.5333,38.3167
224.242,101.8500,40.6667,36.4333
225.758,107.8500,43.8667,40.8500
227.273,103.1667,41.1667,42.5167
228.788,108.4000,43.0000,41.6833
230.303,109.2333,41.7333,36.3333
231.818,106.4667,47.1167,39.4167
233.333,108.4000,44.7167,44.0000
234.848,115.6667,48.2167,40.3500
236.364,120.5833,53.5833,34.7333
237.879,112.7333,51.8000,40.2833
239.394,114.7167,52.1667,40.0500
240.909,116.6667,48.9833,36.6167
242.424,111.9833,47.3000,34.0833
243.939,110.0833,50.0667,42.9833
245.455,114.0500,50.5500,39.2833
246.970,108.1167,50.1000,37.3167
248.485,103.5667,51.4667,33.4000
250.000,104.0500,53.5333,29.8167
251.515,95.5833,52.1833,35.8667
253.030,95.7500,58.2167,31.8500
254.545,86.9333,62.4167,30.9000
256.061,78.9500,50.2500,28.5500
257.576,71.9333,48.7833,24.9500
259.091,67.6667,51.3667,26.2167
260.606,62.8833,48.8833,21.5667
262.121,59.0333,47.9000,23.3500
263.636,63.0667,44.0667,20.8833
265.152,59.5833,51.2500,19.9500
266.667,60.7167,54.7667,23.1167
268.182,60.8500,54.7833,22.6167
269.697,61.8333,54.1167,19.7333
271.212,56.0333,55.5167,17.0167
272.727,59.4667,52.6333,19.4333
274.242,52.3667,60.9333,18.1333
275.758,54.1333,55.9667,16.6833
277.273,55.0833,51.9000,18.5000
278.788,49.8500,61.0667,15.9000
280.303,45.7333,54.2833,17.4500
281.818,47.2667,57.0333,17.0500
283.333,43.4333,55.9500,14.7833
284.848,38.2500,57.1500,14.1667
286.364,35.4667,56.2500,13.2833
287.879,37.5667,49.3000,12.2167
289.394,35.1167,57.3000,11.0000
290.909,37.8167,57.3500,9.7667
292.424,31.9333,54.5167,10.9167
293.939,29.6333,54.7000,10.5333
295.455,32.1333,58.2000,10.6333
296.970,32.4667,52.9833,11.2167
298.485,30.4833,50.4667,10.9667
300.000,30.1167,57.8667,11.0667
301.515,28.3333,58.9333,9.9833
303.030,28.5333,55.6500,7.4833
304.545,28.5667,61.3333,10.7667
306.061,26.0667,53.6333,9.4667
307.576,26.9667,58.9000,11.1000
309.091,27.7000,56.8500,9.7000
310.606,26.2833,48.7167,9.7500
312.121,28.4333,55.8667,10.2667
313.636,32.6000,54.7667,11.1667
315.152,35.0500,56.5833,11.1667
316.667,28.9667,57.3500,9.4667
318.182,34.7000,55.5167,9.6500
319.697,29.9667,49.6000,10.1167
321.212,26.3167,48.8167,8.5833
322.727,29.8833,47.7333,8.1667
324.242,28.6667,48.6833,9.7000
325.758,30.6167,47.4333,10.7000
327.273,32.5500,46.0333,10.3667
328.788,28.8000,47.4333,10.8667
330.303,30.0667,45.2000,10.4667
331.818,30.6667,42.3667,10.1167
333.333,27.3000,43.0833,9.5167
334.848,22.9833,45.1167,9.5833
336.364,23.1667,44.0500,9.5833
337.879,25.2167,47.7667,8.1500
339.394,24.6833,43.2000,9.8333
340.909,22.0167,49.4500,10.3167
342.424,26.6333,54.8000,9.8000
343.939,27.6500,45.0167,8.5833
345.455,23.0500,41.4000,10.5833
346.970,25.5167,43.5833,7.2333
348.485,25.5167,44.6333,9.6333
350.000,27.1000,48.2500,8.4167
351.515,26.0000,41.0500,9.9167
353.030,26.7000,45.8833,11.1167
354.545,24.6500,38.2167,8.5333
356.061,24.3833,46.2167,8.5167
357.576,25.5667,46.8167,9.9167
359.091,30.8500,45.3000,10.3833
360.606,30.3333,48.8333,8.9167
362.121,30.8500,47.8333,7.7333
363.636,30.3333,44.6000,8.6167
365.152,29.9667,42.4167,9.2667
366.667,30.3167,42.4500,9.6833
368.182,26.9167,41.6167,10.9000
369.697,30.4167,45.7000,9.0833
371.212,28.6500,42.3167,8.2833
372.727,31.6500,40.5833,9.4833
374.242,29.5167,42.5167,9.1167
375.758,28.5333,34.4667,9.0833
377.273,31.9167,44.9500,9.1833
378.788,30.9167,41.6667,9.6000
380.303,28.3667,40.4500,7.7333
381.818,26.7333,40.4500,9.4167
383.333,31.9833,46.0500,7.9000
384.848,31.6667,44.9167,7.0000
386.364,31.2833,42.3000,9.0667
387.879,33.8667,40.1000,9.7167
389.394,34.2000,36.5167,9.9000
390.909,30.8833,39.9500,6.8667
392.424,32.4833,42.5333,9.4667
393.939,31.2000,38.7500,10.2667
395.455,30.0167,41.6333,7.6500
396.970,31.4667,41.0667,6.7000
398.485,33.9167,40.1000,7.5500
400.000,30.3833,39.8000,10.5167
401.515,34.8000,43.9167,8.2833
403.030,29.9500,38.4000,8.4667
404.545,33.0667,35.3167,7.9000
406.061,31.2667,37.2667,7.0167
407.576,33.3667,43.7833,6.8833
409.091,37.0667,40.2167,8.5500
410.606,35.9333,32.8000,7.0333
412.121,35.0000,28.9000,7.9667
413.636,36.0833,27.6500,10.0500
415.152,33.1167,27.5667,7.1333
416.667,28.9667,28.5833,8.6333
418.182,31.2500,32.8000,6.9667
419.697,29.9500,27.2167,8.2667
421.212,35.1833,35.6000,7.2000
422.727,35.0667,32.8500,7.9167
424.242,42.1667,33.9333,8.2167
425.758,41.7167,31.3333,7.4167
427.273,40.8667,29.8000,8.8667
428.788,41.1667,30.1167,8.2667
