Distance_(microns),Gray_Value,Y1,Y2
269.697,98.968,135.821,19.8110
271.212,91.992,135.827,17.6602
272.727,82.424,125.891,17.6297
274.242,76.094,116.430,18.5231
275.758,77.042,104.746,17.6715
277.273,85.644,103.169,17.9589
278.788,84.737,102.466,18.3706
280.303,93.131,106.490,18.5971
281.818,97.702,111.317,19.1290
283.333,109.651,112.380,21.7850
284.848,95.099,107.381,19.6422
286.364,86.941,107.640,18.8377
287.879,93.202,103.687,15.8108
289.394,99.489,105.721,16.4059
290.909,95.798,97.173,17.4013
292.424,110.254,94.070,19.1632
293.939,114.178,98.991,18.8340
295.455,108.482,99.496,19.8568
296.970,101.635,97.669,18.2697
298.485,115.445,106.522,18.7628
300.000,101.564,102.598,20.9667
301.515,100.689,93.461,22.2948
303.030,98.850,92.339,21.4145
304.545,101.422,89.217,20.7138
306.061,97.798,80.305,18.4483
307.576,100.344,73.222,17.9636
309.091,95.939,67.180,16.9651
310.606,98.323,61.975,14.9077
312.121,101.647,65.283,16.0054
313.636,101.542,57.916,15.6887
315.152,100.554,55.150,17.4666
316.667,87.840,52.966,13.6725
318.182,68.405,41.108,11.8390
319.697,50.779,35.387,10.0350
321.212,45.396,28.765,10.4472
322.727,39.403,24.621,9.5083
324.242,34.924,19.698,10.2146
325.758,31.168,17.027,8.1464
327.273,33.577,12.604,7.3882
328.788,34.030,10.133,7.4525
330.303,38.921,7.891,8.2947
331.818,37.198,7.163,8.4945
333.333,35.705,7.836,8.0809
334.848,38.134,8.260,8.9927
336.364,38.820,6.797,8.6166
337.879,46.220,7.120,9.3348
339.394,53.801,9.733,10.3131
340.909,57.694,9.898,10.8677
342.424,56.734,10.249,11.2880
343.939,56.346,11.371,9.7323
345.455,58.466,11.832,9.9219
346.970,49.054,10.025,11.7982
348.485,48.989,10.846,11.6595
350.000,48.361,11.124,11.6675
351.515,51.195,10.824,10.9196
353.030,41.825,9.271,9.2620
354.545,31.018,6.359,6.7938
356.061,20.005,4.308,5.9317
357.576,17.016,3.880,6.8400
359.091,18.314,3.081,5.4725
360.606,16.863,2.604,7.3880
362.121,16.263,2.975,4.6688
363.636,15.427,2.845,5.4378
365.152,14.501,3.163,5.2658
366.667,12.418,3.910,5.5580
368.182,15.569,4.641,6.3199
369.697,16.460,4.261,4.7996
371.212,16.990,4.813,7.0863
372.727,15.591,6.006,7.6549
374.242,17.547,6.387,6.3412
375.758,16.239,10.224,7.3753
377.273,21.169,13.189,7.3181
378.788,22.494,12.421,7.7266
