Distance_(microns),Gray_Value,Y1,Y2
140.909,89.7024,33.5355,46.8007
142.424,84.3891,30.9699,48.4046
143.939,83.5685,33.4565,45.8469
145.455,90.4695,30.7266,47.1268
146.970,86.7931,32.0604,40.5314
148.485,93.5753,29.4701,50.2470
150.000,85.1670,30.4258,46.5175
151.515,79.6580,30.1610,43.9093
153.030,84.2935,30.0604,49.0679
154.545,89.5369,28.0082,56.3343
156.061,83.8201,31.7627,57.1262
157.576,79.8905,29.4020,55.5822
159.091,83.9676,29.9658,55.0227
160.606,82.7651,31.2052,56.3198
162.121,81.1454,29.7378,60.4669
163.636,78.7406,31.4981,72.7987
165.152,82.0897,37.5116,69.4830
166.667,96.9291,38.2515,66.6260
168.182,94.2456,40.0201,66.8512
169.697,84.4678,37.6941,70.7536
171.212,82.6755,35.9205,63.0247
172.727,92.0051,30.5057,65.5230
174.242,84.9732,34.6565,50.6515
175.758,85.6241,33.1712,57.9041
177.273,86.0177,34.8349,58.9467
178.788,86.4561,33.2464,55.8453
180.303,79.6468,30.3035,56.4190
181.818,87.6402,31.9000,63.7572
183.333,87.2641,33.6237,69.1293
184.848,81.9055,33.4690,63.9769
186.364,84.8275,30.5200,70.6628
187.879,88.1395,35.4253,64.9034
189.394,83.5013,30.2740,56.4056
190.909,84.5134,31.6358,61.2026
192.424,84.7032,35.7275,54.3370
193.939,79.7939,32.8420,52.8206
195.455,86.7632,31.1153,54.8318
196.970,86.8886,33.5051,53.5833
198.485,95.7781,29.9231,62.0707
200.000,84.3356,32.1150,60.3789
201.515,90.5154,29.1300,58.3477
203.030,83.9151,28.4915,56.9962
204.545,93.4980,31.1173,56.3609
206.061,95.6128,30.3059,67.8484
207.576,86.9128,30.0521,52.2147
209.091,92.5238,27.3046,51.6412
210.606,95.2452,28.4159,44.4459
212.121,101.4564,32.7128,49.4368
213.636,87.9658,29.1597,43.3204
215.152,95.4560,28.7042,48.1265
216.667,100.0779,34.2017,49.1151
218.182,99.2207,33.2628,47.6225
219.697,93.7782,34.9807,45.2662
221.212,87.9091,31.7909,43.1410
222.727,99.8222,35.0540,41.9771
224.242,101.3398,39.0172,40.3096
225.758,105.4910,36.3790,34.2324
227.273,94.0033,35.9297,35.4161
228.788,100.4162,31.8022,31.5136
230.303,101.6980,32.0826,35.0531
231.818,112.8759,35.3732,37.3587
233.333,114.5428,37.3079,43.1859
234.848,119.3410,37.8842,37.7106
236.364,111.1763,33.0819,37.0270
237.879,126.8862,38.4628,35.1739
239.394,125.4531,41.9797,34.4135
240.909,127.7826,41.6824,31.3962
242.424,128.9854,47.9135,32.8586
243.939,132.0878,45.1594,36.7311
245.455,133.1823,46.7987,29.7224
246.970,145.4523,54.3549,26.6965
248.485,136.7946,58.2063,30.5318
250.000,131.9428,52.0221,28.0084
251.515,145.3388,52.8055,27.4057
253.030,142.1093,49.4478,26.3454
254.545,146.2085,52.1783,24.2095
256.061,142.7111,54.5201,23.4162
257.576,139.5041,54.5096,28.0136
259.091,139.1502,51.5920,30.7952
260.606,141.8011,52.1450,30.2814
262.121,135.9953,53.5771,26.7122
263.636,127.1612,59.0252,26.3654
265.152,132.4432,54.2121,22.3084
266.667,138.5556,57.7837,25.8076
268.182,131.0002,58.2428,26.0112
269.697,124.9793,57.8409,23.0636
271.212,127.5394,56.8131,26.0260
272.727,115.0757,54.4496,20.7349
274.242,119.4867,54.6912,21.3381
275.758,116.3905,54.0100,23.0535
277.273,108.8622,52.0412,18.8129
278.788,110.9178,55.7560,22.1616
280.303,116.4327,60.3784,24.4020
281.818,113.5436,54.0488,21.8929
283.333,119.3125,55.8067,23.5242
284.848,119.2385,56.7504,21.6243
286.364,125.0035,57.4660,23.8009
287.879,108.9201,60.3721,21.8650
289.394,115.7852,68.0060,20.8729
290.909,122.9905,76.9551,24.1014
292.424,117.1679,70.4767,27.1597
293.939,119.0455,69.3042,21.9589
295.455,116.7299,73.6172,23.7921
296.970,120.9539,73.5202,24.4653
298.485,123.4922,75.9779,22.1432
300.000,118.5813,74.1029,21.3270
301.515,110.1321,66.1792,22.1439
303.030,117.0021,62.3712,19.6819
304.545,98.2229,68.0859,19.1802
306.061,102.8109,69.2374,17.2429
307.576,103.5531,67.7710,20.2392
309.091,101.9181,62.2554,22.0778
310.606,109.2791,59.0673,20.9761
312.121,109.2268,54.4279,20.4911
313.636,111.5319,62.5067,20.6301
315.152,102.7225,62.6184,18.1068
316.667,103.1553,66.9197,18.3328
318.182,104.8954,62.6854,22.1469
319.697,106.2811,64.9504,19.4691
321.212,112.4130,63.6710,23.1405
322.727,95.8209,72.6064,18.5998
324.242,101.0326,69.0823,23.1939
325.758,96.7025,71.4009,17.2345
327.273,94.3655,60.9888,17.9458
328.788,95.0574,58.8071,20.8859
330.303,99.4810,63.7736,18.3694
331.818,96.4299,62.4834,20.4366
333.333,107.3465,67.1804,20.6295
334.848,98.0144,64.4253,19.9780
336.364,92.0625,61.0981,17.8559
337.879,102.7056,52.4538,17.7911
339.394,95.1650,57.3790,17.6979
340.909,90.0480,50.3700,20.3544
342.424,94.4585,50.0690,18.7882
343.939,92.9584,52.5540,19.0849
345.455,92.1642,54.1333,19.2609
346.970,92.2648,58.4621,17.0644
348.485,98.8420,61.5848,19.4039
350.000,97.3068,70.2283,17.2584
351.515,87.3382,64.7027,16.5814
353.030,97.4278,68.3629,22.1992
354.545,96.0608,67.3189,20.6692
356.061,88.2352,66.5373,18.5040
357.576,83.0815,59.0492,21.2281
359.091,88.8732,55.7128,20.1615
360.606,86.9720,48.1259,19.3997
362.121,90.0862,50.6968,18.6095
363.636,89.7127,55.0667,17.3643
365.152,82.4199,53.4430,20.3508
366.667,82.3083,49.0283,18.2966
368.182,86.3013,43.7303,19.3545
369.697,95.3959,48.0010,19.2499
371.212,86.7898,50.2266,16.9639
372.727,86.3452,46.4583,17.8125
374.242,91.6333,45.6175,18.6915
375.758,97.2581,43.9543,17.4702
377.273,93.3408,41.8195,19.2523
378.788,96.3566,50.6806,18.2788
380.303,98.1641,52.8172,19.2349
381.818,98.5250,52.4866,18.2688
383.333,88.5556,54.4157,18.4120
384.848,88.3106,59.6018,19.5943
386.364,93.4091,60.6574,22.6893
387.879,92.2630,54.2361,19.9172
389.394,91.9338,62.4204,21.7985
390.909,100.4858,63.7703,20.1163
392.424,95.0489,66.3343,21.1268
393.939,89.9793,65.5493,19.7183
395.455,90.4427,60.0803,19.9532
396.970,91.8732,51.5565,20.1535
398.485,91.1174,47.5748,20.5195
400.000,79.7469,50.8245,19.6533
401.515,85.5352,47.2220,23.4774
403.030,83.2446,41.2698,19.1525
404.545,85.4777,40.7260,19.0245
406.061,85.1225,42.1886,18.2009
407.576,88.7596,44.7577,20.1265
409.091,87.9151,44.9829,20.1886
410.606,85.9295,43.8891,20.3667
412.121,81.2769,46.5182,16.5667
413.636,84.6804,45.3552,18.8167
