Distance_(microns),Gray_Value,Y1,Y2
263.636,111.5911,66.1467,23.3830
265.152,100.1095,68.8396,18.9398
266.667,96.3734,67.8069,16.8403
268.182,94.4955,64.9155,17.8089
269.697,100.9345,68.3080,20.2677
271.212,100.1938,69.1035,19.7711
272.727,95.5094,58.8030,21.2774
274.242,98.8111,62.2043,20.0649
275.758,104.8702,53.6432,17.8204
277.273,99.0178,59.2597,20.4357
278.788,105.9215,63.2022,18.7878
280.303,105.6349,59.8240,24.3016
281.818,108.8207,63.7467,21.4304
283.333,109.8119,66.5732,24.0944
284.848,118.7221,70.3499,25.2535
286.364,112.1413,71.1524,22.6198
287.879,114.4462,65.9475,23.5690
289.394,118.8811,68.7238,21.8302
290.909,116.3496,74.0005,23.6441
292.424,113.1535,74.1558,26.2587
293.939,115.4303,72.9629,20.0676
295.455,102.0237,60.8372,21.8023
296.970,93.0645,60.3239,24.0887
298.485,96.6287,55.7210,23.2201
300.000,96.2500,63.9126,21.3252
301.515,96.4407,63.6138,19.6975
303.030,96.4615,62.2108,21.1694
304.545,103.4051,57.2809,23.1660
306.061,97.7449,63.1039,20.3358
307.576,91.1983,69.2460,20.7627
309.091,87.8926,63.5412,21.9257
310.606,90.4892,61.6062,19.4383
312.121,97.3881,62.7463,22.5004
313.636,94.9015,60.9271,21.0678
315.152,92.6591,63.7543,22.0106
316.667,93.3864,55.7190,21.1785
318.182,90.4503,54.9418,19.7283
319.697,91.9435,55.0529,19.2295
321.212,83.0326,55.8475,20.0225
322.727,84.0886,60.0661,17.7649
324.242,86.6904,51.9912,17.9000
325.758,89.3902,52.0425,19.5670
327.273,91.3642,51.8724,19.1740
328.788,87.2229,48.9574,16.0629
330.303,84.6179,49.9504,20.4213
331.818,93.5339,57.9114,22.7487
333.333,94.6774,54.3944,20.9873
334.848,86.6701,53.5252,19.8701
336.364,80.7581,50.8992,17.7809
337.879,92.1053,50.7240,20.1999
339.394,87.4335,48.5614,18.6773
340.909,89.2195,49.0966,19.3187
342.424,80.7283,46.1990,20.5234
343.939,82.0520,47.5402,19.6851
345.455,83.0042,47.6165,20.5910
346.970,84.3776,42.7782,22.4083
348.485,79.1751,43.2802,22.9624
350.000,78.6417,45.2731,19.3839
351.515,79.5211,41.5273,20.6335
353.030,81.5658,43.6950,20.1545
354.545,87.7709,43.8472,19.3843
356.061,77.3542,43.4558,19.4574
357.576,75.7683,41.6930,17.7591
359.091,78.2774,39.6069,17.3512
360.606,83.0195,41.9747,19.5046
362.121,81.6346,46.2154,19.8287
363.636,77.5608,45.8832,18.4874
365.152,94.5302,46.2817,20.4547
366.667,86.1089,40.6933,21.1474
368.182,82.8723,41.5293,19.8961
369.697,81.3598,39.0288,19.0974
371.212,86.6304,41.4181,19.3201
372.727,78.0490,40.1179,19.9036
374.242,81.4736,38.1113,19.2461
375.758,74.6171,36.5359,17.4783
377.273,73.9624,36.3769,17.4067
378.788,75.7465,35.9301,17.0821
380.303,72.7429,39.4109,19.3286
381.818,78.1993,37.2953,18.6254
383.333,78.1696,37.8748,19.7709
384.848,75.1127,38.7286,17.9510
386.364,80.4061,36.1890,20.5737
387.879,81.5401,31.7744,21.9043
389.394,76.3440,34.5051,20.9361
390.909,73.9689,37.0972,19.6675
392.424,77.8180,33.6827,23.3221
393.939,75.0250,36.3087,18.8083
395.455,72.3366,32.4807,18.4687
396.970,78.2507,36.3109,17.0561
398.485,77.5300,38.0216,18.2634
400.000,80.1035,37.3682,18.3068
401.515,77.4261,39.3719,19.4153
403.030,71.2365,45.2502,20.8294
404.545,79.1054,39.2116,19.8353
406.061,79.0180,40.2709,19.1740
407.576,85.3319,36.7029,18.3187
409.091,84.2366,37.0717,18.4369
410.606,82.4977,36.3337,18.9310
412.121,75.4849,36.5721,18.7197
413.636,72.1443,36.8461,16.5709
415.152,79.9244,36.6527,18.2227
416.667,83.1230,34.1434,18.7822
418.182,76.4777,34.9927,19.6273
419.697,75.4081,38.9257,17.0481
421.212,79.4940,33.7476,15.2204
422.727,77.3340,31.6734,18.0267
424.242,73.3452,29.1898,17.3710
425.758,71.2264,28.1120,18.7513
427.273,84.5365,29.8124,19.9940
428.788,80.1178,34.1477,19.4070
430.303,75.9696,33.2582,20.9925
431.818,73.9076,30.0961,22.3832
433.333,75.8055,30.7098,22.1133
434.848,82.0463,36.1364,20.1401
436.364,75.0287,33.6252,16.7478
437.879,70.0588,34.5727,19.0366
439.394,72.2090,34.7638,18.4925
440.909,76.4984,32.2125,20.1647
442.424,79.4798,29.1650,20.5652
443.939,78.5763,29.7874,19.9401
445.455,72.2717,33.6636,18.8625
446.970,71.3214,28.1423,14.5875
448.485,70.2777,30.4552,17.8863
450.000,67.0310,27.8650,16.3860
451.515,67.3302,25.3018,19.5736
453.030,70.8723,33.1068,17.6340
454.545,75.4583,32.4914,19.6978
456.061,78.5079,30.2591,19.2914
457.576,80.7600,31.0406,19.7321
