Distance_(microns),Gray_Value,Y1,Y2
142.424,46.0767,39.5106,12.4262
143.939,48.6135,46.6343,13.9458
145.455,45.2503,45.1772,13.7261
146.970,45.5965,50.5097,14.8632
148.485,46.1635,42.2680,16.4911
150.000,49.0549,38.1420,16.3442
151.515,47.7902,38.9698,13.4941
153.030,51.5892,40.6237,13.8222
154.545,49.4898,43.2376,15.8979
156.061,56.4943,41.9104,16.8051
157.576,53.9153,40.6688,19.1540
159.091,60.1484,43.5617,17.4840
160.606,67.3981,41.2640,15.1886
162.121,58.4518,44.4663,16.2500
163.636,66.3882,45.6574,14.2283
165.152,64.3030,39.1683,15.3136
166.667,61.1464,41.2832,13.7801
168.182,67.3039,39.4136,16.8625
169.697,63.2504,42.7000,15.0118
171.212,59.2794,42.0459,15.6732
172.727,59.3545,44.4281,15.4726
174.242,61.6240,48.0028,16.1337
175.758,61.7988,44.3329,17.1137
177.273,72.2898,39.9548,14.5477
178.788,73.5459,41.1445,13.6313
180.303,72.4094,41.2992,15.1280
181.818,74.8657,44.2835,14.1735
183.333,79.1629,40.9172,17.0091
184.848,79.9869,43.4007,14.7200
186.364,85.3419,43.0911,15.0755
187.879,88.0871,42.5714,15.7416
189.394,90.7930,41.6866,13.7886
190.909,95.4555,43.0387,15.2366
192.424,92.2378,40.8572,14.0416
193.939,96.9532,39.8579,13.7409
195.455,100.9514,40.7395,13.9576
196.970,91.1734,40.0281,16.0993
198.485,90.3034,43.5817,14.7244
200.000,89.3083,46.3906,16.5337
201.515,102.0896,40.4995,16.7346
203.030,97.6283,37.4218,17.4269
204.545,93.4301,35.3223,14.0887
206.061,92.0638,36.8439,12.4799
207.576,84.2631,39.1531,14.8281
209.091,85.4775,42.0709,12.6979
210.606,76.5950,39.0482,12.2435
212.121,84.5997,44.2829,13.3003
213.636,87.6832,42.9942,13.5003
215.152,95.0003,40.5174,13.5705
216.667,85.7259,42.8380,12.3591
218.182,89.2234,46.1400,12.6839
219.697,77.1039,40.8343,11.4223
221.212,79.8168,46.8411,13.0921
222.727,82.0033,47.6523,10.6260
224.242,83.4424,44.0247,15.2557
225.758,80.3085,52.2261,12.9789
227.273,80.6528,49.5814,14.0497
228.788,87.9175,46.4555,11.8504
230.303,80.6987,51.7913,11.7915
231.818,85.8223,53.4779,11.2355
233.333,83.3014,56.5447,11.6732
234.848,83.3042,52.7783,13.7949
236.364,88.9743,54.1405,12.3039
237.879,77.3587,51.2823,11.3409
239.394,81.1754,50.0597,10.8672
240.909,73.7671,48.1978,11.6985
242.424,72.4074,53.8155,9.7143
243.939,67.4819,44.1857,10.7510
245.455,60.3308,45.7828,10.8630
246.970,56.7651,43.7665,10.7515
248.485,57.7942,42.1623,11.6883
250.000,52.4637,40.9140,9.5004
251.515,53.0330,41.4505,10.6410
253.030,53.3871,37.4989,10.2689
254.545,48.2357,34.8229,9.1650
256.061,44.8232,34.2463,8.7577
257.576,43.2048,34.5356,7.7480
259.091,37.4327,32.6487,7.4079
260.606,34.5043,27.7928,5.2928
262.121,29.6172,30.7618,5.8387
263.636,25.8775,26.3334,8.0884
265.152,19.1925,27.9897,6.8529
266.667,21.6629,24.2549,7.3937
268.182,21.1122,24.1497,7.4406
269.697,19.3706,22.1517,6.3806
271.212,21.0498,20.1067,5.7304
272.727,20.0869,20.0968,6.7571
274.242,26.7519,22.3696,6.6435
275.758,23.1168,21.1676,5.1838
277.273,26.0662,21.8270,7.1850
278.788,24.0681,20.6383,7.1266
280.303,21.6981,22.6524,5.7891
281.818,25.3646,20.1024,6.3690
283.333,26.6138,19.3205,8.4698
284.848,24.8741,24.1283,7.2841
286.364,25.6306,23.9996,5.8515
287.879,26.2556,25.6859,7.3231
289.394,27.4364,27.2585,7.4220
290.909,27.4711,28.3307,6.8539
292.424,27.5547,27.1231,6.8861
293.939,26.4931,24.9925,8.9396
295.455,27.0191,27.5109,6.5306
296.970,29.7482,26.2640,7.1756
298.485,29.6873,29.4127,7.4068
300.000,29.1081,27.4060,8.3794
301.515,31.5217,25.1172,7.2953
303.030,28.3943,21.2437,4.4254
304.545,31.9723,21.2797,6.6503
306.061,26.2256,24.0795,6.6379
307.576,29.3172,20.5270,6.3900
309.091,30.4353,20.6966,6.4791
310.606,32.4715,22.9414,8.1380
312.121,30.1550,23.0393,6.7996
313.636,26.8851,19.7089,5.4942
315.152,28.5008,21.3735,6.3994
316.667,28.6792,21.3623,6.7416
318.182,29.3042,21.2613,7.6521
319.697,24.2816,18.6744,6.7954
321.212,21.4165,15.8978,5.9832
322.727,20.4926,17.7693,6.2531
324.242,18.4349,17.7048,5.9937
325.758,21.8836,16.3045,5.1421
327.273,21.4144,20.0728,7.0635
328.788,22.3052,18.0206,7.4169
330.303,18.2071,19.1795,7.8410
331.818,22.3062,24.0548,7.2868
333.333,26.7159,22.4193,6.2687
334.848,26.5320,20.3782,5.8133
336.364,26.1621,18.7510,7.7170
337.879,26.8360,18.8963,8.3390
339.394,25.7548,21.1894,7.0167
340.909,26.3742,20.2483,8.1545
342.424,23.4024,16.2909,8.0924
343.939,22.2440,17.2661,6.5383
345.455,24.7011,16.2391,8.7341
346.970,20.7804,18.7334,7.7064
348.485,22.9444,17.6440,7.0116
350.000,21.0584,18.0903,6.4191
351.515,20.8942,17.3385,6.4137
353.030,21.4313,16.4732,5.8591
354.545,22.0687,20.5010,7.2164
356.061,20.3925,16.5670,6.5517
357.576,20.6120,16.7293,7.3669
359.091,20.6769,19.2244,6.8159
360.606,20.0676,13.4332,7.0549
362.121,19.3854,14.9195,7.6004
363.636,23.2808,17.8605,7.4970
365.152,23.9363,17.5405,6.6269
366.667,25.9398,21.7567,7.2759
368.182,23.5600,17.5400,5.5307
369.697,20.3947,14.4036,6.3977
371.212,24.0500,16.0577,6.0927
372.727,19.5799,18.9712,4.8163
374.242,21.5239,17.3904,6.2200
375.758,22.3003,15.9288,5.9299
377.273,23.4266,16.5361,6.1652
378.788,22.0292,15.4583,6.0964
