"A.P.position","M.L.position","DLX6","SIX1","PAX7"
"Posterior",134.848,78.1887,32.8373,66.2105
"Posterior",136.364,76.7906,29.8478,82.8365
"Posterior",137.879,80.2863,30.2882,72.1653
"Posterior",139.394,86.4456,31.0176,74.3284
"Posterior",140.909,74.0603,29.1236,73.327
"Posterior",142.424,70.3877,31.5862,76.3954
"Posterior",143.939,77.8029,28.8906,75.4326
"Posterior",145.455,76.1028,31.6713,81.6204
"Posterior",146.97,81.5686,33.1158,76.9072
"Posterior",148.485,81.0542,33.18,75.5635
"Posterior",150,84.0227,33.4859,70.2978
"Posterior",151.515,81.9438,34.2496,77.6476
"Posterior",153.03,81.9779,34.1769,81.0689
"Posterior",154.545,78.9203,33.133,80.6255
"Posterior",156.061,72.9097,34.5162,84.739
"Posterior",157.576,76.0472,33.3644,93.1392
"Posterior",159.091,86.6642,32.8241,89.6596
"Posterior",160.606,81.2645,33.7097,91.1994
"Posterior",162.121,76.4847,33.6938,95.7549
"Posterior",163.636,87.6328,37.077,107.7451
"Posterior",165.152,88.8748,37.5692,103.2746
"Posterior",166.667,83.3436,35.782,100.5734
"Posterior",168.182,85.9119,36.7296,96.6262
"Posterior",169.697,87.8119,42.4957,101.4115
"Posterior",171.212,93.399,47.0192,104.5203
"Posterior",172.727,90.7361,42.7797,98.8663
"Posterior",174.242,79.5284,44.1779,106.2292
"Posterior",175.758,85.6167,39.4404,102.3215
"Posterior",177.273,85.2545,41.1222,107.2793
"Posterior",178.788,89.8099,44.2229,108.3135
"Posterior",180.303,82.9496,42.1575,109.0428
"Posterior",181.818,80.8249,39.715,84.3075
"Posterior",183.333,91.0965,36.0986,82.275
"Posterior",184.848,86.8137,40.1479,98.2563
"Posterior",186.364,95.3607,40.7589,94.0787
"Posterior",187.879,87.331,41.9799,83.6571
"Posterior",189.394,90.9126,42.5696,82.9308
"Posterior",190.909,98.5846,41.2059,83.2993
"Posterior",192.424,105.9121,43.6127,84.9878
"Posterior",193.939,94.3393,46.6721,90.0983
"Posterior",195.455,103.0291,48.2049,86.377
"Posterior",196.97,99.3966,49.7534,83.6995
"Posterior",198.485,93.1741,49.1116,78.2224
"Posterior",200,93.5796,47.3262,75.3246
"Posterior",201.515,96.7386,49.0294,75.033
"Posterior",203.03,97.3413,43.9518,73.1533
"Posterior",204.545,96.2199,45.8107,72.8619
"Posterior",206.061,89.9051,47.3354,65.3295
"Posterior",207.576,98.5385,49.1699,61.8272
"Posterior",209.091,99.9499,49.61,62.4317
"Posterior",210.606,106.3416,51.5658,62.1338
"Posterior",212.121,101.4658,52.3205,58.3779
"Posterior",213.636,100.0952,52.5749,59.4318
"Posterior",215.152,97.7741,55.8814,65.7602
"Posterior",216.667,106.118,56.0438,55.5565
"Posterior",218.182,97.239,57.2183,54.8471
"Posterior",219.697,100.6692,53.6247,56.6841
"Posterior",221.212,100.4062,48.6362,47.3601
"Posterior",222.727,105.0959,53.4919,43.974
"Posterior",224.242,106.31,55.5578,43.4084
"Posterior",225.758,102.2883,62.609,38.746
"Posterior",227.273,103.8149,72.6366,42.2673
"Posterior",228.788,107.0571,73.8191,44.2339
"Posterior",230.303,111.031,77.0654,42.0308
"Posterior",231.818,113.5528,76.7284,39.5105
"Posterior",233.333,119.7561,74.1033,33.6412
"Posterior",234.848,104.5425,69.7122,29.3567
"Posterior",236.364,100.4702,64.8956,28.0695
"Posterior",237.879,103.2335,68.0994,29.4058
"Posterior",239.394,117.4482,75.1369,29.6196
"Posterior",240.909,121.0875,71.5053,26.0614
"Posterior",242.424,118.0722,75.2689,25.2368
"Posterior",243.939,120.0729,73.2592,26.2694
"Posterior",245.455,117.3005,76.2815,26.4139
"Posterior",246.97,104.9622,77.3171,24.9873
"Posterior",248.485,114.3778,72.3547,27.0428
"Posterior",250,107.1766,75.4453,26.3473
"Posterior",251.515,111.0828,74.6536,22.797
"Posterior",253.03,112.1418,76.7315,25.1853
"Posterior",254.545,107.0597,76.3207,23.3055
"Posterior",256.061,109.9368,78.1407,22.8129
"Posterior",257.576,98.2259,66.3356,24.7425
"Posterior",259.091,99.1454,59.7355,24.0371
"Posterior",260.606,97.1584,59.5654,20.4967
"Posterior",262.121,103.7925,66.7274,21.8858
"Posterior",263.636,111.5911,66.1467,23.383
"Posterior",265.152,100.1095,68.8396,18.9398
"Posterior",266.667,96.3734,67.8069,16.8403
"Posterior",268.182,94.4955,64.9155,17.8089
"Posterior",269.697,100.9345,68.308,20.2677
"Posterior",271.212,100.1938,69.1035,19.7711
"Posterior",272.727,95.5094,58.803,21.2774
"Posterior",274.242,98.8111,62.2043,20.0649
"Posterior",275.758,104.8702,53.6432,17.8204
"Posterior",277.273,99.0178,59.2597,20.4357
"Posterior",278.788,105.9215,63.2022,18.7878
"Posterior",280.303,105.6349,59.824,24.3016
"Posterior",281.818,108.8207,63.7467,21.4304
"Posterior",283.333,109.8119,66.5732,24.0944
"Posterior",284.848,118.7221,70.3499,25.2535
"Posterior",286.364,112.1413,71.1524,22.6198
"Posterior",287.879,114.4462,65.9475,23.569
"Posterior",289.394,118.8811,68.7238,21.8302
"Posterior",290.909,116.3496,74.0005,23.6441
"Posterior",292.424,113.1535,74.1558,26.2587
"Posterior",293.939,115.4303,72.9629,20.0676
"Posterior",295.455,102.0237,60.8372,21.8023
"Posterior",296.97,93.0645,60.3239,24.0887
"Posterior",298.485,96.6287,55.721,23.2201
"Posterior",300,96.25,63.9126,21.3252
"Posterior",301.515,96.4407,63.6138,19.6975
"Posterior",303.03,96.4615,62.2108,21.1694
"Posterior",304.545,103.4051,57.2809,23.166
"Posterior",306.061,97.7449,63.1039,20.3358
"Posterior",307.576,91.1983,69.246,20.7627
"Posterior",309.091,87.8926,63.5412,21.9257
"Posterior",310.606,90.4892,61.6062,19.4383
"Posterior",312.121,97.3881,62.7463,22.5004
"Posterior",313.636,94.9015,60.9271,21.0678
"Posterior",315.152,92.6591,63.7543,22.0106
"Posterior",316.667,93.3864,55.719,21.1785
"Posterior",318.182,90.4503,54.9418,19.7283
"Posterior",319.697,91.9435,55.0529,19.2295
"Posterior",321.212,83.0326,55.8475,20.0225
"Posterior",322.727,84.0886,60.0661,17.7649
"Posterior",324.242,86.6904,51.9912,17.9
"Posterior",325.758,89.3902,52.0425,19.567
"Posterior",327.273,91.3642,51.8724,19.174
"Posterior",328.788,87.2229,48.9574,16.0629
"Posterior",330.303,84.6179,49.9504,20.4213
"Posterior",331.818,93.5339,57.9114,22.7487
"Posterior",333.333,94.6774,54.3944,20.9873
"Posterior",334.848,86.6701,53.5252,19.8701
"Posterior",336.364,80.7581,50.8992,17.7809
"Posterior",337.879,92.1053,50.724,20.1999
"Posterior",339.394,87.4335,48.5614,18.6773
"Posterior",340.909,89.2195,49.0966,19.3187
"Posterior",342.424,80.7283,46.199,20.5234
"Posterior",343.939,82.052,47.5402,19.6851
"Posterior",345.455,83.0042,47.6165,20.591
"Posterior",346.97,84.3776,42.7782,22.4083
"Posterior",348.485,79.1751,43.2802,22.9624
"Posterior",350,78.6417,45.2731,19.3839
"Posterior",351.515,79.5211,41.5273,20.6335
"Posterior",353.03,81.5658,43.695,20.1545
"Posterior",354.545,87.7709,43.8472,19.3843
"Posterior",356.061,77.3542,43.4558,19.4574
"Posterior",357.576,75.7683,41.693,17.7591
"Posterior",359.091,78.2774,39.6069,17.3512
"Posterior",360.606,83.0195,41.9747,19.5046
"Posterior",362.121,81.6346,46.2154,19.8287
"Posterior",363.636,77.5608,45.8832,18.4874
"Posterior",365.152,94.5302,46.2817,20.4547
"Posterior",366.667,86.1089,40.6933,21.1474
"Posterior",368.182,82.8723,41.5293,19.8961
"Posterior",369.697,81.3598,39.0288,19.0974
"Posterior",371.212,86.6304,41.4181,19.3201
"Posterior",372.727,78.049,40.1179,19.9036
"Posterior",374.242,81.4736,38.1113,19.2461
"Posterior",375.758,74.6171,36.5359,17.4783
"Posterior",377.273,73.9624,36.3769,17.4067
"Posterior",378.788,75.7465,35.9301,17.0821
"Posterior",380.303,72.7429,39.4109,19.3286
"Posterior",381.818,78.1993,37.2953,18.6254
"Posterior",383.333,78.1696,37.8748,19.7709
"Posterior",384.848,75.1127,38.7286,17.951
"Posterior",386.364,80.4061,36.189,20.5737
"Posterior",387.879,81.5401,31.7744,21.9043
"Posterior",389.394,76.344,34.5051,20.9361
"Posterior",390.909,73.9689,37.0972,19.6675
"Posterior",392.424,77.818,33.6827,23.3221
"Posterior",393.939,75.025,36.3087,18.8083
"Posterior",395.455,72.3366,32.4807,18.4687
"Posterior",396.97,78.2507,36.3109,17.0561
"Posterior",398.485,77.53,38.0216,18.2634
"Posterior",400,80.1035,37.3682,18.3068
"Posterior",401.515,77.4261,39.3719,19.4153
"Posterior",403.03,71.2365,45.2502,20.8294
"Posterior",404.545,79.1054,39.2116,19.8353
"Posterior",406.061,79.018,40.2709,19.174
"Posterior",407.576,85.3319,36.7029,18.3187
"Posterior",409.091,84.2366,37.0717,18.4369
"Posterior",410.606,82.4977,36.3337,18.931
"Posterior",412.121,75.4849,36.5721,18.7197
"Posterior",413.636,72.1443,36.8461,16.5709
"Posterior",415.152,79.9244,36.6527,18.2227
"Posterior",416.667,83.123,34.1434,18.7822
"Posterior",418.182,76.4777,34.9927,19.6273
"Posterior",419.697,75.4081,38.9257,17.0481
"Posterior",421.212,79.494,33.7476,15.2204
"Posterior",422.727,77.334,31.6734,18.0267
"Posterior",424.242,73.3452,29.1898,17.371
"Posterior",425.758,71.2264,28.112,18.7513
"Posterior",427.273,84.5365,29.8124,19.994
"Posterior",428.788,80.1178,34.1477,19.407
"Posterior",430.303,75.9696,33.2582,20.9925
"Posterior",431.818,73.9076,30.0961,22.3832
"Posterior",433.333,75.8055,30.7098,22.1133
"Posterior",434.848,82.0463,36.1364,20.1401
"Posterior",436.364,75.0287,33.6252,16.7478
"Posterior",437.879,70.0588,34.5727,19.0366
"Posterior",439.394,72.209,34.7638,18.4925
"Posterior",440.909,76.4984,32.2125,20.1647
"Posterior",442.424,79.4798,29.165,20.5652
"Posterior",443.939,78.5763,29.7874,19.9401
"Posterior",445.455,72.2717,33.6636,18.8625
"Posterior",446.97,71.3214,28.1423,14.5875
"Posterior",448.485,70.2777,30.4552,17.8863
"Posterior",450,67.031,27.865,16.386
"Posterior",451.515,67.3302,25.3018,19.5736
"Posterior",453.03,70.8723,33.1068,17.634
"Posterior",454.545,75.4583,32.4914,19.6978
"Posterior",456.061,78.5079,30.2591,19.2914
"Posterior",457.576,80.76,31.0406,19.7321
